Mood,track_acousticness,track_danceability,track_energy,track_instrumentalness,track_liveness,track_speechiness,track_tempo,track_valence
Cheerful Instrumental,0.416574796,0.417273206,0.374945271,0.526571796,0.154655445,0.02253888,0.324205587,0.323961614
Angry,0.00205932,0.306772777,0.697389062,0.524685336,0.081915683,0.044940685,0.367321595,0.024187141
Angry,0.023410642,0.448239759,0.621589478,0.514072371,0.246860652,0.040477043,0.289315983,0.040085754
Angry,0.267220623,0.445809535,0.641238447,0.458513721,0.157159299,0.059164156,0.215873811,0.183369772
Angry,0.000789012,0.516288939,0.565661895,0.588245425,0.061374495,0.056774603,0.231004178,0.084177989
Angry,0.003055819,0.480750944,0.482811507,0.67287484,0.07299472,0.052925556,0.232893272,0.143642162
Cheerful Instrumental,0.3572992,0.488104964,0.472872873,0.527701027,0.064963183,0.036814061,0.26030478,0.242238786
Exciting,0.231726819,0.43589967,0.496604414,0.482143683,0.110502665,0.023046748,0.272951938,0.435856549
Angry,0.063528542,0.521658401,0.401026081,0.671218627,0.167792102,0.035496835,0.283532285,0.05172526
Sober,0.648270839,0.160756542,0.215749381,0.644246917,0.102638649,0.022269513,0.231822151,0.165916348
Exciting,0.173891305,0.533709843,0.414509145,0.509912787,0.222983981,0.136519687,0.19867013,0.381126534
Exciting,0.01881456,0.533388905,0.480529596,0.544799019,0.036193772,0.044022822,0.261593981,0.340217894
Sober,0.633871701,0.121451218,0.38748932,0.548370367,0.066070896,0.044711438,0.343746966,0.089843106
Angry,0.331423837,0.139164108,0.608844611,0.590580344,0.189616786,0.056649987,0.320477605,0.09718563
Angry,0.034404145,0.278993254,0.423604064,0.73074469,0.153826252,0.025466376,0.413318474,0.111389858
Happy,0.000339533,0.325557118,0.78873561,0.001179079,0.213762038,0.044509472,0.453834413,0.135152573
Happy,0.099881878,0.288743758,0.823584936,0.013331688,0.341868715,0.186158772,0.256797823,0.103471456
Cheerful Instrumental,0.421341716,0.214147799,0.706513708,0.376537901,0.071363111,0.093955437,0.347854292,0.027322901
Angry,0.023958441,0.183862038,0.626706712,0.546147243,0.170682636,0.143761595,0.39561892,0.261282112
Cheerful Instrumental,0.351976493,0.387039183,0.510491164,0.481567077,0.050663395,0.050445137,0.293290526,0.37772254
Sober,0.533011065,0.355322919,0.158242676,0.680082778,0.061821489,0.025361697,0.302962272,0.076421515
Angry,0.010204214,0.072873593,0.587558207,0.624426394,0.119898975,0.076007023,0.482489838,0.08064161
Sober,0.444697117,0.275735301,0.312306825,0.701993069,0.068145605,0.022145719,0.355354852,0.066883248
Sober,0.497262069,0.445550882,0.249153464,0.634362555,0.070257633,0.022692272,0.276822544,0.087405674
Sober,0.527424131,0.233391157,0.297134375,0.638187874,0.259823345,0.023288286,0.309209896,0.090102604
Angry,0.080193648,0.527999306,0.465559943,0.628774731,0.043991408,0.036469839,0.314424101,0.023541032
Cheerful Instrumental,0.521240954,0.344631815,0.377957142,0.537227344,0.060729088,0.034620542,0.197056989,0.366543173
Sober,0.661292776,0.305849667,0.001978162,0.617858136,0.082234702,0.034867673,0.266403607,0.091902528
Angry,0.000275221,0.397490332,0.661499689,0.448198722,0.245515508,0.037190799,0.30343055,0.22317327
Happy,0.463463601,0.352535168,0.569158461,0.065034708,0.060174336,0.028157677,0.275383127,0.502493688
Angry,0.000162899,0.267002649,0.748469025,0.396210378,0.124803249,0.062580987,0.347234865,0.26731392
Angry,0.000420837,0.360851466,0.742745766,0.332478182,0.123230126,0.038541709,0.355428943,0.254110541
Cheerful Instrumental,0.357672695,0.33368019,0.553841811,0.381399957,0.034878735,0.034868159,0.185763858,0.521133926
Angry,0.005877562,0.191889758,0.597454438,0.588588212,0.199282323,0.069463251,0.375897047,0.271879954
Happy,0.007542407,0.398854575,0.492753547,0.01451582,0.142623182,0.055793129,0.499489345,0.569997826
Angry,0.322708386,0.360216632,0.570420765,0.541944466,0.169180155,0.045138344,0.330003527,0.086359127
Happy,0.006010439,0.364852704,0.757401323,0.00052871,0.262529341,0.375173518,0.256797932,0.132541823
Cheerful Instrumental,0.496005396,0.320563376,0.523620632,0.492447543,0.177443149,0.054457607,0.301267611,0.096544003
Cheerful Instrumental,0.558785468,0.443390129,0.432043177,0.447187528,0.077230714,0.018070798,0.236287894,0.205919636
Angry,0.351413831,0.4187968,0.354208493,0.68160736,0.077825231,0.021004276,0.321530411,0.034431934
Exciting,0.151745618,0.350858463,0.432998761,0.579889534,0.066922214,0.024338761,0.36028768,0.441852506
Exciting,0.10196244,0.396797768,0.452123999,0.551760615,0.051976741,0.024600702,0.332662224,0.457524179
Cheerful Instrumental,0.365653167,0.383835331,0.31860894,0.609532802,0.07124556,0.124257505,0.132365261,0.455949436
Cheerful Instrumental,0.491966883,0.320949391,0.360350691,0.519059226,0.069488416,0.0245245,0.183497678,0.465385308
Exciting,0.138486746,0.427137433,0.391249794,0.537091079,0.057994731,0.0337696,0.198328066,0.559458675
Exciting,0.00809412,0.551903054,0.311718217,0.602140002,0.062331376,0.046225665,0.223745469,0.423689306
Cheerful Instrumental,0.360526761,0.444578406,0.444729924,0.519208959,0.061584597,0.034553303,0.191866877,0.403990539
Sober,0.545248662,0.184259062,0.244862213,0.67631898,0.079748594,0.032795723,0.37279257,0.070554455
Cheerful Instrumental,0.537669282,0.143946321,0.387850314,0.632276379,0.059326022,0.023266054,0.345399474,0.128950496
Angry,0.180120698,0.09773491,0.540352493,0.642455093,0.058684169,0.031016713,0.4128538,0.280037371
Angry,0.307530613,0.149941911,0.52023016,0.656688569,0.069138641,0.038593151,0.321094939,0.267752696
Cheerful Instrumental,0.477565367,0.161543101,0.43020165,0.618207472,0.0794587,0.023970675,0.394087276,0.128016208
Cheerful Instrumental,0.396580962,0.182511655,0.495600844,0.660641249,0.079134513,0.038089249,0.207953816,0.276384022
Sober,0.594318134,0.214130452,0.00178201,0.582711901,0.053268634,0.04186932,0.286734884,0.417816095
Cheerful Vocals,0.825464336,0.301645809,0.314000372,0.225198065,0.076407485,0.027381671,0.242842999,0.112904612
Sober,0.567376051,0.345770506,0.151931342,0.621281469,0.072766296,0.022345844,0.355097062,0.132533704
Cheerful Instrumental,0.434343179,0.358777237,0.363240001,0.650018558,0.070056336,0.017132673,0.205662363,0.284005363
Happy,0.50388966,0.247933874,0.710841166,0.008848028,0.086004595,0.039492811,0.240202313,0.33555466
Sober,0.611152548,0.412401767,0.234583852,0.48106828,0.07007907,0.023769466,0.326007244,0.241255642
Exciting,0.014257116,0.456210336,0.395548658,0.453351563,0.08400822,0.017412779,0.267524743,0.592243539
Happy,0.153494011,0.456905866,0.453361525,0.279083436,0.052522556,0.025380475,0.312554917,0.618998399
Exciting,0.183138515,0.30650011,0.516812171,0.517913272,0.148804176,0.026523524,0.175398781,0.532520494
Cheerful Vocals,0.636266233,0.502255808,0.356852274,0.215044275,0.08551263,0.018447458,0.274500403,0.293791777
Cheerful Instrumental,0.509088132,0.35644635,0.431284852,0.502248237,0.061692348,0.023551604,0.368644185,0.187766342
Sober,0.639121248,0.272257539,0.104616375,0.663666798,0.05578913,0.026811672,0.24147991,0.062111331
Cheerful Instrumental,0.472597944,0.269794224,0.456043848,0.470034764,0.06196116,0.024139303,0.170631338,0.491341678
Cheerful Instrumental,0.450705377,0.393955409,0.489221065,0.379207314,0.092746764,0.018201565,0.195812612,0.459622153
Angry,0.026425306,0.341152342,0.575045238,0.480490794,0.217485893,0.049511472,0.395838226,0.33901173
Cheerful Instrumental,0.54848006,0.285043371,0.417695472,0.546825471,0.051707608,0.023112272,0.338695851,0.162817581
Angry,0.214942094,0.187708353,0.516905934,0.499940565,0.105519871,0.074534289,0.503306087,0.362527705
Cheerful Instrumental,0.518419433,0.364941105,0.296472439,0.54000423,0.075446932,0.02372632,0.380076755,0.260471282
Exciting,0.03392846,0.546258018,0.35045557,0.624840915,0.080069902,0.033859679,0.351445084,0.236927093
Exciting,0.054755068,0.465184215,0.366048451,0.493272857,0.064269768,0.033267574,0.32627799,0.540001192
Happy,0.029426838,0.304917787,0.687657973,0.008161929,0.161287525,0.22734307,0.52725574,0.278427633
Cheerful Vocals,0.424312652,0.639657866,0.301408699,1.44E-05,0.060752874,0.256291482,0.293190275,0.405724798
Angry,3.84E-05,0.187493713,0.547606607,0.677315424,0.381205267,0.163009723,0.183313182,0.026899417
Exciting,0.001054255,0.594655823,0.41644903,0.524327557,0.071310121,0.037939262,0.263012785,0.349762652
Exciting,0.151293379,0.431066198,0.399097438,0.593206909,0.07831068,0.113604397,0.282390108,0.42583606
Angry,0.002114301,0.336443019,0.335171259,0.645988595,0.15341314,0.107622259,0.566509216,0.03331295
Happy,0.000103424,0.250706537,0.673231158,0.141147093,0.071141983,0.057815135,0.652529298,0.1725841
Cheerful Instrumental,0.374695504,0.436342806,0.547291943,0.532922601,0.039419772,0.206003574,0.111614762,0.170950345
Cheerful Instrumental,0.528325757,0.228416329,0.44083208,0.420175094,0.101260926,0.140007629,0.42452114,0.296215687
Happy,0.38528151,0.417211928,0.597944303,0.150473147,0.091660296,0.037665291,0.526147369,0.103254392
Cheerful Vocals,0.440014841,0.34998352,0.472516445,0.146625886,0.07133016,0.02058333,0.394449148,0.527281461
Cheerful Instrumental,0.364181967,0.415123123,0.524968899,0.586205664,0.051009577,0.098855171,0.164120287,0.191063004
Angry,0.001972622,0.300281456,0.522020724,0.725578316,0.074278211,0.026539313,0.234306916,0.223016387
Cheerful Vocals,0.608195725,0.42048145,0.028409134,5.13E-08,0.091199169,0.420614316,0.338772143,0.390494526
Cheerful Vocals,0.589192327,0.417694152,0.024131877,2.08E-07,0.07865257,0.542001719,0.297023848,0.299376674
Cheerful Instrumental,0.527103615,0.360720523,0.190627393,0.507982303,0.06805874,0.039369806,0.348526985,0.412316174
Cheerful Vocals,0.549265528,0.314152952,0.089315136,1.78E-05,0.080491476,0.53622745,0.441711525,0.320172269
Sober,0.623422137,0.321668277,0.1437777,0.593502417,0.073453993,0.074374866,0.197243715,0.291761924
Cheerful Vocals,0.556851801,0.322426395,0.096688793,0.000130693,0.073365526,0.535932533,0.433278998,0.310276783
Sober,0.56508299,0.350021946,0.105401115,0.547115747,0.067989029,0.042698429,0.290017268,0.396440584
Cheerful Vocals,0.611729276,0.393566442,0.09446158,3.75E-05,0.086706753,0.55660096,0.213189581,0.314955981
Cheerful Instrumental,0.526107865,0.34411064,0.234827176,0.496826517,0.07521162,0.045596216,0.292795299,0.4575512
Cheerful Instrumental,0.551493485,0.271776531,0.191702635,0.53402923,0.06102799,0.029004671,0.422785925,0.34167486
Cheerful Vocals,0.549716083,0.313092088,0.086991758,0.000120984,0.064502982,0.536691059,0.441206365,0.324587444
Cheerful Instrumental,0.582970851,0.28666361,0.22614443,0.528437593,0.064829725,0.027798588,0.379878863,0.31352474
Cheerful Instrumental,0.507424336,0.249684174,0.204426779,0.479590112,0.067726838,0.03701878,0.41565557,0.479222815
Cheerful Vocals,0.622905148,0.37090408,0.067941261,1.06E-06,0.075997439,0.585775765,0.140493173,0.318050525
Cheerful Instrumental,0.53482417,0.23182646,0.249504779,0.485266417,0.059398895,0.023249674,0.373713736,0.4677101
Cheerful Vocals,0.487299301,0.588664511,0.197938147,0.322501727,0.050382221,0.030083642,0.290944178,0.42980775
Sober,0.752581679,0.319634513,0.099525934,0.519533659,0.076091778,0.027235691,0.136389223,0.162788818
Sober,0.63814207,0.114334088,0.087573132,0.634408943,0.238815667,0.029048498,0.333348285,0.023682002
Cheerful Instrumental,0.458472836,0.324451585,0.40050338,0.646483419,0.077047218,0.023597731,0.267841129,0.167206646
Cheerful Instrumental,0.44093454,0.221025362,0.434138635,0.637636324,0.065406733,0.021713678,0.394122954,0.039820326
Sober,0.727305339,0.413427671,0.074473324,0.432182394,0.099967306,0.030984964,0.244229179,0.192808676
Exciting,0.200485214,0.528520673,0.341491555,0.586509884,0.072028201,0.067364915,0.277938701,0.364534272
Angry,0.000734848,0.612055623,0.28085611,0.649308293,0.078390034,0.046223834,0.338104294,0.048060442
Sober,0.570746503,0.602255269,0.09730476,0.439543039,0.07685369,0.124673788,0.293181976,0.038275407
Exciting,0.185023667,0.490387881,0.377929943,0.634165648,0.073192167,0.032980171,0.339067355,0.242646662
Exciting,0.242012308,0.444601585,0.438911127,0.549346958,0.062284752,0.02744246,0.321716189,0.375766723
Cheerful Instrumental,0.418175924,0.533342805,0.341690046,0.519293216,0.063765245,0.038514007,0.297364251,0.245523899
Angry,0.002016366,0.36919776,0.470263341,0.576178612,0.172745225,0.027106982,0.483454794,0.215070468
Exciting,0.008013595,0.571076436,0.325150741,0.628265579,0.068851965,0.060016959,0.333394915,0.232103527
Exciting,0.018618938,0.459482226,0.351620449,0.559639542,0.055207342,0.050624563,0.38118094,0.448092017
Exciting,0.00176758,0.480169415,0.389422852,0.585951677,0.14404038,0.041749286,0.207416557,0.457091261
Angry,0.0012278,0.373913014,0.512927888,0.607830388,0.190269496,0.02888008,0.384700821,0.206406128
Happy,0.028938336,0.250604257,0.616298431,0.119630951,0.080609802,0.029659211,0.241418695,0.690336268
Happy,0.161643007,0.505894474,0.528462259,0.022518643,0.166202979,0.038313304,0.561204042,0.306792364
Angry,0.131641324,0.154210578,0.44887578,0.577875913,0.228466369,0.027745194,0.475703023,0.379736198
Exciting,0.027425363,0.177010409,0.501836349,0.362127883,0.067789031,0.045252515,0.579333113,0.492614292
Exciting,0.243687746,0.216013668,0.463110654,0.557063358,0.054727168,0.020136843,0.344455844,0.497104547
Cheerful Vocals,0.495063892,0.245389658,0.365939931,0.004022732,0.152565154,0.040277581,0.415472717,0.602703455
Exciting,0.031790758,0.416928965,0.506027156,0.45585154,0.198987641,0.063121206,0.277736621,0.49048698
Happy,0.097725328,0.240566849,0.434804214,0.078541826,0.062318087,0.285783018,0.549030097,0.591915791
Cheerful Instrumental,0.332985194,0.230382663,0.546903725,0.523604912,0.07609731,0.039036694,0.370631753,0.34365148
Cheerful Instrumental,0.508395528,0.264917153,0.454195235,0.53165004,0.074884562,0.031881881,0.285148224,0.307366478
Exciting,0.031907372,0.311829213,0.586155609,0.361420802,0.134890639,0.032085597,0.28455992,0.572137876
Sober,0.617132019,0.245950699,0.15246212,0.627406299,0.078642749,0.021723289,0.218897835,0.295296659
Cheerful Instrumental,0.49586148,0.233747567,0.546734054,0.42153964,0.106767307,0.022814547,0.426903683,0.169420061
Cheerful Instrumental,0.536158385,0.284018301,0.40734952,0.524498657,0.083264633,0.022250004,0.208436622,0.374114196
Cheerful Instrumental,0.421606602,0.413689853,0.414813798,0.541937559,0.058677936,0.021794789,0.30980035,0.292313879
Cheerful Instrumental,0.44158838,0.40640526,0.355704154,0.468698205,0.046859128,0.01764649,0.292769395,0.453221711
Cheerful Instrumental,0.47088884,0.377475075,0.359476491,0.580257812,0.212989655,0.027966252,0.279629798,0.213340721
Cheerful Instrumental,0.42567515,0.280683446,0.578337242,0.392971238,0.078294253,0.041358222,0.429643399,0.24224609
Cheerful Instrumental,0.512585376,0.2866668,0.160981213,0.569005543,0.116842728,0.063320778,0.396897427,0.360841804
Sober,0.593971048,0.187560307,0.10723512,0.728249658,0.074148154,0.033414481,0.250602195,0.027507345
Angry,0.233074808,0.177633879,0.32134768,0.686282459,0.109798738,0.022402027,0.518772047,0.241230895
Sober,0.445041975,0.276586853,0.208288559,0.743439238,0.091502325,0.031012456,0.307734054,0.159112013
Exciting,0.188827448,0.282659011,0.210060995,0.685202334,0.099747208,0.029842818,0.502004987,0.32858958
Exciting,0.269386281,0.263685543,0.316449416,0.580907943,0.070311596,0.026353754,0.478788887,0.430615439
Sober,0.426021115,0.284408672,0.223838648,0.669410537,0.093731493,0.023613032,0.397033365,0.269118652
Cheerful Instrumental,0.412647329,0.274445741,0.339172185,0.557353067,0.078167994,0.019803724,0.513849531,0.241200625
Sober,0.398339483,0.23675491,0.346344597,0.68560455,0.108496833,0.033754726,0.417688353,0.088826151
Cheerful Instrumental,0.556527248,0.393277356,0.219907336,0.48672242,0.063055108,0.019623268,0.212631789,0.448083804
Sober,0.319466652,0.535415446,0.118983527,0.706670925,0.061891339,0.029186813,0.278993258,0.123332219
Sober,0.620884128,0.275867535,0.060901235,0.635715379,0.068708363,0.022547795,0.298506277,0.190320152
Sober,0.576026381,0.410816573,0.175686213,0.548108915,0.033565581,0.026995086,0.264506294,0.310347162
Cheerful Vocals,0.626132806,0.470779796,0.191562024,0.231409141,0.066486886,0.027819021,0.258677012,0.473254365
Sober,0.739619781,0.27931782,0.031425956,0.570520159,0.060585818,0.023773776,0.198985276,0.068061144
Cheerful Vocals,0.844753962,0.365451195,0.040741598,0.011318587,0.090426774,0.033242853,0.366225553,0.087435317
Cheerful Vocals,0.707633143,0.390231642,0.054482305,0.151364233,0.078832571,0.031478374,0.32140342,0.458900346
Cheerful Vocals,0.812767732,0.33790744,0.086685164,0.056012371,0.056149435,0.027717258,0.329050141,0.319969485
Sober,0.673115783,0.309638754,0.063952021,0.53154803,0.072073393,0.026072194,0.283058952,0.28001627
Cheerful Instrumental,0.47201651,0.405519926,0.168050628,0.459665229,0.064822405,0.031473175,0.300257987,0.527137082
Sober,0.622961558,0.184972871,0.106692151,0.560982713,0.073820129,0.019629845,0.433508618,0.240529935
Sober,0.626129298,0.082723474,0.087814553,0.602735842,0.05604582,0.025045586,0.475080573,0.025437618
Cheerful Vocals,0.704145348,0.284013878,0.252685422,0.200714637,0.059988713,0.026674682,0.510821721,0.232658856
Cheerful Instrumental,0.503429224,0.145485406,0.33588527,0.597641714,0.162061575,0.021139277,0.406628077,0.251676905
Angry,0.2517719,0.237566407,0.447269988,0.745184892,0.083615805,0.030532482,0.276542696,0.201053347
Cheerful Instrumental,0.509672412,0.132118288,0.451847486,0.536202034,0.054053258,0.036492607,0.385840524,0.279237612
Sober,0.553282671,0.25986726,0.201414909,0.670332745,0.060142591,0.031274624,0.285329807,0.224555129
Sober,0.420894662,0.116544101,0.31408193,0.602300922,0.079881639,0.056179281,0.581097051,0.025304678
Cheerful Vocals,0.772571095,0.440660883,0.186475717,0.201574221,0.085278065,0.034551552,0.348445593,0.060547835
Angry,0.271637962,0.184217835,0.523618788,0.519514434,0.057498532,0.04676213,0.502897743,0.29967617
Cheerful Vocals,0.85251227,0.205147223,0.067099129,0.004265248,0.358657149,0.050598927,0.307592576,0.028435318
Exciting,0.222700183,0.274827145,0.387109342,0.697818936,0.084389032,0.052893712,0.350519545,0.324478896
Exciting,0.01313611,0.384255181,0.577824753,0.52893542,0.05591413,0.019762546,0.195842953,0.443452212
Exciting,0.000206231,0.292181048,0.443013245,0.614941221,0.071420297,0.046046504,0.415282996,0.400668998
Angry,0.000727826,0.375038376,0.512714763,0.496424437,0.089781028,0.031837541,0.520301652,0.265035784
Angry,0.012569593,0.398237741,0.468834907,0.553774025,0.026447468,0.231996566,0.498410454,0.108821001
Sober,0.67504072,0.210015319,0.035661573,0.647080913,0.079057457,0.026203708,0.269256193,0.028151789
Cheerful Instrumental,0.439895561,0.434985907,0.244619996,0.486072479,0.04641207,0.19657061,0.164239908,0.503393411
Exciting,0.074616715,0.469154059,0.547795164,0.497897675,0.069419233,0.069760352,0.324399768,0.333802985
Cheerful Instrumental,0.473759065,0.379364753,0.500176302,0.489937118,0.035896955,0.058795563,0.106900224,0.35390232
Exciting,0.2683247,0.4334384,0.484132558,0.50029464,0.116572261,0.034179481,0.324334924,0.368107968
Angry,0.000129995,0.397616522,0.453796373,0.643998829,0.053700378,0.077477202,0.397888957,0.232450803
Exciting,0.006369649,0.661056712,0.426886325,0.488745856,0.100569414,0.055090818,0.341213512,0.110829321
Angry,0.023600938,0.485939412,0.567345512,0.522319297,0.067671481,0.022096093,0.329124544,0.234982709
Cheerful Instrumental,0.449361447,0.324098515,0.527151192,0.500061466,0.138466785,0.113897451,0.295591448,0.213458682
Cheerful Instrumental,0.633521889,0.392714768,0.365683064,0.299177785,0.081747883,0.02215129,0.453199402,0.092900935
Sober,0.57476178,0.418928103,0.259006024,0.613855006,0.062923946,0.038043171,0.210512932,0.022883425
Sober,0.572210753,0.223651518,0.043943956,0.599258916,0.07448885,0.274932675,0.423859006,0.026823699
Cheerful Instrumental,0.582438524,0.354341566,0.135521723,0.462878999,0.066593712,0.022816726,0.362218183,0.407954626
Cheerful Instrumental,0.568297173,0.373177999,0.289373379,0.425595201,0.060890018,0.018930612,0.208467844,0.474745693
Angry,0.166330089,0.402311917,0.436513775,0.68811076,0.059177307,0.025658356,0.317346013,0.203887057
Sober,0.655554665,0.367104252,0.221746469,0.481976771,0.078006553,0.026555287,0.180811414,0.338417601
Cheerful Instrumental,0.556091443,0.305843496,0.520866908,0.444031647,0.063764366,0.020422581,0.277793721,0.217032937
Cheerful Instrumental,0.501053325,0.30106444,0.373240542,0.473043559,0.05723863,0.017860859,0.305665991,0.445196686
Cheerful Instrumental,0.470069839,0.223470666,0.412368345,0.486043282,0.057024792,0.024487446,0.249360295,0.506732144
Cheerful Instrumental,0.544247059,0.258948723,0.430160006,0.548412309,0.041498943,0.022895347,0.233239497,0.307083024
Cheerful Instrumental,0.568469002,0.215995371,0.255299106,0.534818526,0.076126795,0.022882918,0.23910007,0.46421196
Cheerful Instrumental,0.511338053,0.119444475,0.330642502,0.471414812,0.122693454,0.025181255,0.417944218,0.449827607
Cheerful Instrumental,0.546519601,0.164856014,0.304207261,0.527010187,0.313294653,0.024751461,0.092049094,0.443416074
Cheerful Instrumental,0.515758531,0.176294513,0.308051793,0.500078329,0.346260193,0.026527558,0.269634104,0.405754554
Cheerful Instrumental,0.467809941,0.42968682,0.203707095,0.48527924,0.086358214,0.038318733,0.469073295,0.300956394
Sober,0.461037134,0.224080963,0.237717762,0.565439165,0.508542824,0.030721963,0.223214321,0.227193802
Cheerful Vocals,0.494589092,0.466952802,0.41422352,0.090275589,0.095048063,0.050279187,0.356372011,0.468020047
Exciting,0.164221633,0.53966393,0.220185092,0.642536815,0.188079177,0.029251096,0.264003946,0.338425144
Sober,0.511881451,0.28040339,0.220569366,0.61410011,0.356722747,0.023126051,0.291706034,0.143886017
Cheerful Instrumental,0.349922358,0.279577389,0.29522638,0.426245498,0.487341453,0.030634207,0.373455335,0.390689075
Cheerful Instrumental,0.435936712,0.377085412,0.336910101,0.441474887,0.522872277,0.023083195,0.171155491,0.236927897
Cheerful Instrumental,0.554847146,0.336334593,0.348360255,0.417036307,0.378142965,0.048669599,0.351384806,0.122136905
Cheerful Instrumental,0.476385659,0.428206415,0.401173883,0.369213381,0.093517279,0.036469628,0.337682248,0.41028301
Sober,0.703628378,0.272326983,0.167738432,0.442779047,0.226977448,0.024835633,0.360066603,0.157391631
Angry,0.1507761,0.497451948,0.553672689,0.571764283,0.040475021,0.082566384,0.272467474,0.116817493
Cheerful Vocals,0.519791004,0.37253502,0.201423587,0.214751654,0.104014503,0.054074665,0.593806247,0.371478521
Exciting,0.002913633,0.518814762,0.422533733,0.590920928,0.049237266,0.053678679,0.305862329,0.322866817
Exciting,0.163438688,0.49873769,0.39342772,0.603184649,0.066651923,0.249730543,0.224381017,0.297954286
Cheerful Instrumental,0.440916524,0.492917388,0.27071294,0.461654154,0.052447435,0.052288923,0.263640727,0.448579665
Cheerful Instrumental,0.549932771,0.224699567,0.274049265,0.497944722,0.059546787,0.027584843,0.304330018,0.476559128
Cheerful Instrumental,0.489175227,0.22633303,0.377864005,0.462811276,0.067286461,0.02648926,0.351968837,0.472646022
Cheerful Instrumental,0.591215343,0.310337303,0.198555031,0.55583753,0.132354772,0.02053897,0.124830847,0.415034144
Exciting,0.00075014,0.280930236,0.508349978,0.46571598,0.233059585,0.026767206,0.193778743,0.594292109
Angry,0.000403686,0.195003187,0.570006221,0.620670907,0.1661885,0.029701884,0.342561434,0.325553331
Happy,0.002608242,0.101955249,0.650904926,0.218379014,0.161422134,0.041018851,0.640004723,0.28440466
Exciting,0.001369973,0.27605194,0.523833622,0.535543449,0.251699538,0.023110309,0.271394197,0.474387443
Angry,0.001802118,0.232742863,0.58435593,0.466972322,0.323155325,0.049503946,0.354776491,0.391849649
Exciting,0.013643113,0.274223381,0.674768233,0.38371976,0.04701078,0.029110422,0.30965585,0.472353898
Angry,0.002394199,0.19800939,0.630986693,0.489844662,0.183541231,0.037929344,0.330908762,0.421980951
Cheerful Instrumental,0.377461805,0.186493452,0.504236092,0.64266991,0.065013602,0.049411854,0.206220432,0.325989204
Cheerful Instrumental,0.570389054,0.256765188,0.47948876,0.560041704,0.063862806,0.065114934,0.183554042,0.152188325
Cheerful Instrumental,0.56500147,0.193319056,0.414637396,0.546580791,0.054865873,0.031725119,0.37307756,0.171821817
Cheerful Instrumental,0.570967369,0.184412938,0.452596997,0.571217146,0.071444459,0.054110442,0.292123317,0.124445889
Cheerful Instrumental,0.559936561,0.187804574,0.425559536,0.546160527,0.064304937,0.087565369,0.341768269,0.207845809
Cheerful Instrumental,0.616791799,0.263727168,0.487630244,0.505192892,0.069191357,0.056059304,0.20934402,0.072510253
Cheerful Instrumental,0.539697053,0.232110573,0.421245234,0.558456958,0.061869039,0.042368574,0.29519373,0.269755147
Cheerful Instrumental,0.554785105,0.220310666,0.463933074,0.52640939,0.05879532,0.104817811,0.299024531,0.217891306
Exciting,0.235608787,0.641995815,0.1930787,0.599419201,0.090194001,0.029611729,0.312372562,0.170759132
Angry,0.002252147,0.360060609,0.627781524,0.562598963,0.366039133,0.042523637,0.147392733,0.046973672
Cheerful Instrumental,0.484725078,0.462038308,0.178974036,0.524435978,0.063872342,0.303561653,0.196910849,0.330899025
Cheerful Vocals,0.654661535,0.551090428,0.064703322,0.160119354,0.064555727,0.041636081,0.108466781,0.469283326
Exciting,0.042188665,0.271655917,0.5130125,0.476670892,0.032955715,0.030117785,0.395416221,0.52505149
Exciting,0.008923898,0.381233393,0.254410139,0.543459997,0.213334908,0.026274713,0.262811208,0.615821648
Exciting,0.015479895,0.390523596,0.4591068,0.507482827,0.05080504,0.049940815,0.306217673,0.529234655
Angry,0.052614213,0.423578391,0.073456458,0.836508824,0.104700024,0.050444278,0.313015769,0.034418544
Sober,0.525823063,0.475954375,0.12830408,0.550206298,0.089112539,0.060478721,0.201237372,0.354532694
Angry,0.180197136,0.300823133,0.070398991,0.749420501,0.09245569,0.035811827,0.54482566,0.061496255
Sober,0.590247861,0.333099331,0.141534453,0.609594956,0.260701855,0.038566332,0.268232448,0.08725148
Cheerful Instrumental,0.531569272,0.372037638,0.185303727,0.557887339,0.067005658,0.015957286,0.205862064,0.431651213
Cheerful Instrumental,0.484660798,0.36062611,0.232618934,0.51559656,0.065394878,0.017284373,0.201118921,0.519689598
Cheerful Instrumental,0.537960688,0.283333213,0.211531814,0.60838586,0.072762007,0.018012159,0.214985761,0.404479789
Sober,0.653618611,0.283329097,0.135782184,0.632477964,0.076479965,0.01972294,0.210274138,0.153586345
Angry,0.000446536,0.258479341,0.688547232,0.481069596,0.045958093,0.065804142,0.466850536,0.057194662
Angry,0.163278082,0.337574148,0.620966547,0.587780184,0.04954818,0.040516544,0.34330276,0.07965908
Happy,0.001523591,0.259221385,0.834719578,3.46E-07,0.26919716,0.119096393,0.375790565,0.090418843
Angry,0.003323859,0.206894522,0.609283292,0.683859638,0.047289045,0.029491202,0.288281182,0.179112951
Angry,0.146321147,0.174499936,0.609317177,0.660742469,0.087392806,0.031440645,0.336781788,0.135069879
Angry,0.019058363,0.141370072,0.422530858,0.772985444,0.385925259,0.02390147,0.226915892,0.051108228
Happy,0.000137767,0.104665873,0.732300452,0.111780769,0.311601456,0.141269255,0.550143493,0.143442709
Angry,0.00573864,0.350508278,0.607223451,0.630271632,0.097809663,0.06454988,0.304614429,0.068007331
Angry,3.80E-05,0.216372968,0.657503779,0.565756366,0.145065669,0.036072072,0.419281647,0.051467561
